,ParticipationDate,Progress,Duration_S,Duration_M,Finished,ResponseID,US_LatLong,HealthyAdult,Consent,CisMen_Caring,CisMen_WarmInRelations,CisMen_Empathetic,CisMen_Affectionate,CisMen_Friendly,CisMen_Just,CisMen_Fair,CisMen_Considerate,CisMen_Trustworthy,CisMen_Reliable,CisMen_SelfConfident,CisMen_GoodUnderPressure,CisMen_Persistent,CisMen_HasLeadershipQualities,CisMen_FeelSuperior,CisMen_Efficient,CisMen_Capable,CisMen_Competent,CisMen_Intelligent,CisMen_Clever,CisMen_DisplayOrder,CisWomen_Caring,CisWomen_WarmInRelations,CisWomen_Empathetic,CisWomen_Affectionate,CisWomen_Friendly,CisWomen_Just,CisWomen_Fair,CisWomen_Considerate,CisWomen_Trustworthy,CisWomen_Reliable,CisWomen_SelfConfident,CisWomen_GoodUnderPressure,CisWomen_Persistent,CisWomen_HasLeadershipQualities,CisWomen_FeelSuperior,CisWomen_Efficient,CisWomen_Capable,CisWomen_Competent,CisWomen_Intelligent,CisWomen_Clever,CisWomen_DisplayOrder,TransMen_Caring,TransMen_WarmInRelations,TransMen_Empathetic,TransMen_Affectionate,TransMen_Friendly,TransMen_Just,TransMen_Fair,TransMen_Considerate,TransMen_Trustworthy,TransMen_Reliable,TransMen_SelfConfident,TransMen_GoodUnderPressure,TransMen_Persistent,TransMen_HasLeadershipQualities,TransMen_FeelSuperior,TransMen_Efficient,TransMen_Capable,TransMen_Competent,TransMen_Intelligent,TransMen_Clever,TransMen_DisplayOrder,TransWomen_Caring,TransWomen_WarmInRelations,TransWomen_Empathetic,TransWomen_Affectionate,TransWomen_Friendly,TransWomen_Just,TransWomen_Fair,TransWomen_Considerate,TransWomen_Trustworthy,TransWomen_Reliable,TransWomen_SelfConfident,TransWomen_GoodUnderPressure,TransWomen_Persistent,TransWomen_HasLeadershipQualities,TransWomen_FeelSuperior,TransWomen_Efficient,TransWomen_Capable,TransWomen_Competent,TransWomen_Intelligent,TransWomen_Clever,TransWomen_DisplayOrder,NonBinary_Caring,NonBinary_WarmInRelations,NonBinary_Empathetic,NonBinary_Affectionate,NonBinary_Friendly,NonBinary_Just,NonBinary_Fair,NonBinary_Considerate,NonBinary_Trustworthy,NonBinary_Reliable,NonBinary_SelfConfident,NonBinary_GoodUnderPressure,NonBinary_Persistent,NonBinary_HasLeadershipQualities,NonBinary_FeelSuperior,NonBinary_Efficient,NonBinary_Capable,NonBinary_Competent,NonBinary_Intelligent,NonBinary_Clever,NonBinary_DisplayOrder,PersonallyEncountered_CisMen,PersonallyEncountered_CisWomen,PersonallyEncountered_TransMen,PersonallyEncountered_TransWomen,PersonallyEncountered_NonBinary,PersonallyEncountered_Order,MediaStories_CisMen,MediaStories_CisWomen,MediaStories_TransMen,MediaStories_TransWomen,MediaStories_NonBinary,MediaStories_Order,AttentionCheck,Essentialism_Discreteness,Essentialism_Naturalness,Essentialism_Immutability,Essentialism_Stability,Essentialism_Necessity,Essentialism_Uniformity,Essentialism_Informativeness,Essentialism_Inherence,Essentialism_Exclusivity,NfC_1,NfC_2,NfC_3,NfC_4,NfC_5,NfC_6,NfC_7,NfC_8,NfC_Order_FirstHalf,NfC_9,NfC_10,NfC_11,NfC_12,NfC_13,NfC_14,NfC_15,NfC_Order_SecondHalf,HighestEducation,Conservatism,Liberalism,Political_Order,SubjSES_US,SubjSES_Community,Confusion.in.Comment,SocialCategoryOrder,Essentialism_Order,QualityControl,Age_General,RacialIdentity_WhitePoC,GenderIdentity_General,Sexuality_Summary,AnnualPreTaxIncome_Categorical
130,11/8/2017,100,643,10.71666667,1,6YcDJhkMbcttV17,1,1,1,2,1,0,0,2,2,1,0,0,2,0,2,2,2,-1,1,2,1,2,1,WarmInRelations|Capable|Competent|Affectionate|HasLeadershipQualities|Clever|Caring|Friendly|Just|Fair|GoodUnderPressure|SelfConfident|Efficient|FeelSuperior|Empathetic|Trustworthy|Considerate|Reliable|Persistent|Intelligent,2,2,2,2,2,2,1,2,2,2,0,0,2,1,-2,1,2,2,1,2,Considerate|Capable|SelfConfident|HasLeadershipQualities|Empathetic|Trustworthy|Persistent|WarmInRelations|Friendly|Affectionate|Just|Reliable|GoodUnderPressure|Intelligent|Clever|Competent|FeelSuperior|Caring|Fair|Efficient,1,2,2,2,2,1,1,1,2,2,0,1,0,1,-1,2,2,1,2,0,Friendly|Trustworthy|HasLeadershipQualities|Fair|Efficient|Persistent|Caring|SelfConfident|Just|WarmInRelations|Empathetic|Competent|GoodUnderPressure|Intelligent|Affectionate|Capable|Reliable|Clever|Considerate|FeelSuperior,2,2,2,2,2,2,1,2,2,2,0,1,-1,1,-2,2,2,2,2,1,Caring|Capable|FeelSuperior|GoodUnderPressure|Clever|Empathetic|Persistent|SelfConfident|Just|Friendly|HasLeadershipQualities|Competent|Reliable|Intelligent|Trustworthy|Fair|Efficient|WarmInRelations|Considerate|Affectionate,2,1,1,0,2,2,1,2,2,2,2,1,1,1,-2,1,2,2,1,2,WarmInRelations|Empathetic|Competent|Just|Trustworthy|Considerate|Affectionate|HasLeadershipQualities|Clever|Friendly|Capable|Intelligent|GoodUnderPressure|Caring|Fair|Persistent|SelfConfident|FeelSuperior|Efficient|Reliable,3,3,1,1,1,CisMen|TransWomen|TransMen|NonBinary|CisWomen,2,2,2,2,1,CisMen|CisWomen|TransWomen|NonBinary|TransMen,1,1,7,7,6,2,5,5,3,1,4,6,6,6,5,6,6,6,5|8|2|6|4|1|3|7,4,6,6,6,5,4,6,11|12|10|9|15|14|13,3,5,2,Conservatism|Liberalism,5,6,0,TransMen|TransWomen|CisWomen|Non-Binary|CisMen,Stability|Uniformity|Exclusivity|Naturalness|Informativeness|Discreteness|Immutability|Necessity|Inherence,Keep,2,1,2,1,4
131,11/6/2017,100,640,10.66666667,1,7QfxTMd70rNflpT,1,1,1,0,0,-1,0,0,0,0,0,-1,1,1,0,0,1,1,0,1,1,0,0,Intelligent|Trustworthy|Clever|Efficient|Capable|Just|Empathetic|Persistent|GoodUnderPressure|Affectionate|HasLeadershipQualities|SelfConfident|FeelSuperior|Fair|Considerate|Reliable|Caring|Friendly|WarmInRelations|Competent,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fair|WarmInRelations|GoodUnderPressure|Caring|Considerate|Competent|Affectionate|FeelSuperior|Efficient|Clever|Friendly|Just|SelfConfident|Capable|Persistent|Trustworthy|HasLeadershipQualities|Reliable|Empathetic|Intelligent,1,1,1,1,0,0,1,1,0,0,0,0,1,0,-1,0,0,1,0,0,FeelSuperior|Persistent|Caring|Friendly|Clever|Efficient|Just|Intelligent|SelfConfident|Empathetic|Fair|Competent|WarmInRelations|Reliable|HasLeadershipQualities|Affectionate|Capable|Considerate|GoodUnderPressure|Trustworthy,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,GoodUnderPressure|Considerate|HasLeadershipQualities|Friendly|Competent|Efficient|Just|SelfConfident|Empathetic|FeelSuperior|Affectionate|Intelligent|Reliable|Caring|Fair|Persistent|Trustworthy|WarmInRelations|Capable|Clever,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Intelligent|SelfConfident|Trustworthy|Just|Clever|Caring|Capable|Reliable|Empathetic|HasLeadershipQualities|WarmInRelations|Efficient|GoodUnderPressure|Affectionate|FeelSuperior|Friendly|Competent|Persistent|Considerate|Fair,2,3,1,1,0,TransMen|TransWomen|CisMen|NonBinary|CisWomen,3,3,2,2,0,TransMen|NonBinary|TransWomen|CisMen|CisWomen,1,2,6,6,7,2,5,7,2,7,4,6,5,6,6,6,4,5,4|2|7|8|5|3|1|6,3,5,6,6,5,5,5,11|13|10|12|15|9|14,3,3,5,Liberalism|Conservatism,3,2,0,TransMen|CisMen|Non-Binary|TransWomen|CisWomen,Necessity|Naturalness|Immutability|Informativeness|Discreteness|Uniformity|Exclusivity|Stability|Inherence,Keep,2,1,2,2,1
132,11/6/2017,100,224,3.733333333,1,8cQ97ZGUAIzSSXL,0,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,1,1,Friendly|GoodUnderPressure|Affectionate|WarmInRelations|SelfConfident|Fair|Just|Capable|Trustworthy|FeelSuperior|Persistent|Efficient|Considerate|HasLeadershipQualities|Intelligent|Empathetic|Reliable|Caring|Clever|Competent,1,2,1,2,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,Caring|Considerate|Empathetic|Just|Reliable|Friendly|Competent|HasLeadershipQualities|SelfConfident|Intelligent|FeelSuperior|Affectionate|Fair|Efficient|Clever|Capable|WarmInRelations|GoodUnderPressure|Trustworthy|Persistent,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,Considerate|FeelSuperior|Just|WarmInRelations|Efficient|Reliable|Affectionate|SelfConfident|Clever|Persistent|GoodUnderPressure|Fair|Competent|Caring|Intelligent|Friendly|HasLeadershipQualities|Trustworthy|Empathetic|Capable,2,2,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,1,1,1,Trustworthy|Caring|Friendly|Intelligent|Fair|Affectionate|Capable|Just|WarmInRelations|Competent|Considerate|Persistent|Efficient|Clever|GoodUnderPressure|SelfConfident|FeelSuperior|Empathetic|HasLeadershipQualities|Reliable,2,2,2,2,2,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,Trustworthy|Efficient|SelfConfident|Caring|Fair|Persistent|Intelligent|HasLeadershipQualities|Considerate|Reliable|GoodUnderPressure|WarmInRelations|FeelSuperior|Clever|Just|Friendly|Empathetic|Competent|Affectionate|Capable,3,2,3,2,3,CisWomen|TransMen|TransWomen|NonBinary|CisMen,3,3,2,2,2,TransMen|CisWomen|NonBinary|CisMen|TransWomen,1,7,7,4,7,5,7,7,7,7,6,6,5,6,5,5,6,5,6|7|8|1|3|4|5|2,5,5,6,6,6,5,5,10|11|15|12|9|13|14,5,5,6,Conservatism|Liberalism,10,10,0,TransMen|TransWomen|Non-Binary|CisMen|CisWomen,Informativeness|Inherence|Exclusivity|Discreteness|Naturalness|Stability|Immutability|Necessity|Uniformity,6 - Not un US - LatLong,1,1,1,1,5
133,11/6/2017,100,877,14.61666667,1,9WWqPckVQIm8ikh,0,1,1,1,-1,-1,-1,1,1,1,1,1,1,2,1,2,1,0,1,1,1,0,2,Capable|Friendly|Clever|SelfConfident|WarmInRelations|Efficient|Caring|GoodUnderPressure|HasLeadershipQualities|FeelSuperior|Empathetic|Trustworthy|Fair|Just|Persistent|Intelligent|Affectionate|Reliable|Considerate|Competent,0,1,2,2,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,-1,Clever|Persistent|Reliable|Intelligent|Efficient|Friendly|FeelSuperior|HasLeadershipQualities|Fair|Competent|WarmInRelations|SelfConfident|Considerate|Affectionate|Empathetic|Trustworthy|Caring|GoodUnderPressure|Capable|Just,-1,-1,1,2,1,1,1,0,1,0,1,-1,1,-1,-2,1,1,1,1,0,WarmInRelations|Empathetic|Reliable|HasLeadershipQualities|Just|Trustworthy|Caring|SelfConfident|GoodUnderPressure|Intelligent|Friendly|Clever|Fair|Affectionate|Persistent|Capable|Considerate|FeelSuperior|Competent|Efficient,1,0,1,1,1,1,1,2,1,0,-2,-1,1,-1,-1,0,1,1,-1,0,Friendly|Trustworthy|Clever|Affectionate|Persistent|Efficient|Caring|HasLeadershipQualities|Competent|Considerate|Just|Fair|FeelSuperior|Capable|Empathetic|GoodUnderPressure|SelfConfident|WarmInRelations|Reliable|Intelligent,-1,-1,0,-1,1,0,0,-1,-1,0,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,Considerate|Reliable|Caring|FeelSuperior|Affectionate|Intelligent|HasLeadershipQualities|Competent|Trustworthy|Friendly|Efficient|Empathetic|Persistent|GoodUnderPressure|WarmInRelations|Just|SelfConfident|Clever|Fair|Capable,3,3,0,0,0,TransWomen|CisWomen|NonBinary|CisMen|TransMen,2,2,2,2,1,TransMen|TransWomen|CisWomen|NonBinary|CisMen,1,1,8,7,8,1,8,7,7,1,5,5,2,5,3,5,6,4,4|3|5|6|1|7|2|8,2,5,5,4,5,5,4,13|15|11|9|10|14|12,4,5,2,Liberalism|Conservatism,5,6,0,TransMen|CisMen|Non-Binary|CisWomen|TransWomen,Discreteness|Inherence|Exclusivity|Naturalness|Necessity|Informativeness|Stability|Uniformity|Immutability,6 - Not un US - LatLong,1,1,1,1,3
134,11/6/2017,100,325,5.416666667,1,AjiZWHk64b4iUFP,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Intelligent|Efficient|Fair|Competent|Affectionate|Just|FeelSuperior|HasLeadershipQualities|Considerate|Persistent|GoodUnderPressure|WarmInRelations|Capable|Friendly|Empathetic|Caring|Trustworthy|Reliable|Clever|SelfConfident,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Empathetic|Caring|WarmInRelations|FeelSuperior|Intelligent|Competent|HasLeadershipQualities|Reliable|Affectionate|Trustworthy|Persistent|Clever|Considerate|Fair|Just|SelfConfident|Efficient|Friendly|GoodUnderPressure|Capable,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,SelfConfident|Competent|Considerate|Efficient|Intelligent|Fair|Trustworthy|Just|Empathetic|Clever|Capable|WarmInRelations|HasLeadershipQualities|Friendly|Caring|FeelSuperior|Reliable|Affectionate|GoodUnderPressure|Persistent,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Capable|Reliable|FeelSuperior|Considerate|Competent|Clever|Efficient|WarmInRelations|Friendly|Empathetic|Just|SelfConfident|Affectionate|Fair|GoodUnderPressure|HasLeadershipQualities|Persistent|Caring|Trustworthy|Intelligent,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,Competent|Trustworthy|Fair|Reliable|Intelligent|SelfConfident|WarmInRelations|Friendly|Considerate|Persistent|Capable|Just|HasLeadershipQualities|Caring|GoodUnderPressure|Empathetic|Affectionate|FeelSuperior|Efficient|Clever,3,3,1,1,0,CisMen|TransMen|TransWomen|CisWomen|NonBinary,3,3,2,2,2,TransMen|CisMen|TransWomen|NonBinary|CisWomen,1,0,8,8,8,1,8,4,0,7,1,1,1,3,1,2,5,1,7|8|3|1|2|6|4|5,1,1,1,2,1,2,1,10|9|15|14|11|13|12,5,3,5,Liberalism|Conservatism,5,6,0,TransMen|TransWomen|CisMen|CisWomen|Non-Binary,Naturalness|Exclusivity|Informativeness|Discreteness|Stability|Immutability|Necessity|Inherence|Uniformity,Keep,1,1,1,1,3
135,11/6/2017,100,324,5.4,1,BAkHyrBlyj1AiuR,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HasLeadershipQualities|Persistent|Intelligent|Caring|Just|Efficient|SelfConfident|Empathetic|GoodUnderPressure|Friendly|Considerate|WarmInRelations|Reliable|Affectionate|Capable|Trustworthy|FeelSuperior|Fair|Clever|Competent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Efficient|FeelSuperior|WarmInRelations|HasLeadershipQualities|Caring|Affectionate|Reliable|Intelligent|Clever|Considerate|Competent|Capable|Trustworthy|Persistent|GoodUnderPressure|SelfConfident|Empathetic|Fair|Just|Friendly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FeelSuperior|Fair|Efficient|Reliable|Intelligent|HasLeadershipQualities|Affectionate|Capable|Friendly|Caring|Trustworthy|SelfConfident|Clever|Just|Empathetic|GoodUnderPressure|Persistent|Considerate|WarmInRelations|Competent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Intelligent|SelfConfident|Efficient|GoodUnderPressure|Considerate|Clever|WarmInRelations|FeelSuperior|Persistent|Reliable|Competent|Empathetic|Friendly|Fair|Affectionate|Just|Trustworthy|HasLeadershipQualities|Capable|Caring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WarmInRelations|GoodUnderPressure|Clever|Friendly|Empathetic|Intelligent|Competent|Persistent|FeelSuperior|Affectionate|Efficient|Caring|HasLeadershipQualities|Reliable|Considerate|Fair|SelfConfident|Trustworthy|Capable|Just,2,2,1,1,2,NonBinary|TransWomen|CisMen|CisWomen|TransMen,2,2,2,2,2,TransMen|NonBinary|TransWomen|CisWomen|CisMen,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7|3|1|5|8|6|2|4,4,4,4,4,4,4,4,9|14|13|10|11|15|12,5,1,7,Conservatism|Liberalism,3,3,0,TransWomen|CisMen|CisWomen|Non-Binary|TransMen,Inherence|Informativeness|Discreteness|Naturalness|Stability|Immutability|Exclusivity|Uniformity|Necessity,Keep,1,2,1,1,2
136,11/8/2017,100,262,4.366666667,1,BEAOQM867LeALkt,1,1,1,-1,-2,-2,-1,1,0,1,0,0,1,2,2,2,2,1,2,2,1,1,0,Intelligent|Just|WarmInRelations|Capable|Competent|HasLeadershipQualities|Caring|Reliable|GoodUnderPressure|Empathetic|Trustworthy|FeelSuperior|Affectionate|Efficient|Friendly|Persistent|Clever|Fair|Considerate|SelfConfident,2,2,2,2,1,1,2,2,0,1,-1,-1,2,-1,-1,-2,1,1,1,0,SelfConfident|Just|Clever|Empathetic|Caring|Intelligent|FeelSuperior|Affectionate|Friendly|Fair|WarmInRelations|Trustworthy|Capable|Competent|Persistent|HasLeadershipQualities|Reliable|Considerate|Efficient|GoodUnderPressure,1,2,0,0,1,1,-1,2,0,1,-1,-1,0,1,2,-2,1,1,1,1,Competent|GoodUnderPressure|Trustworthy|Efficient|Fair|Just|Affectionate|Capable|Considerate|Intelligent|Caring|WarmInRelations|Persistent|HasLeadershipQualities|Friendly|SelfConfident|Empathetic|Clever|FeelSuperior|Reliable,2,2,2,2,1,0,1,2,2,1,-1,-1,2,0,-1,-2,1,1,1,0,Capable|Persistent|Caring|Friendly|Competent|Considerate|Fair|Intelligent|Just|Affectionate|SelfConfident|Reliable|Clever|Empathetic|FeelSuperior|HasLeadershipQualities|WarmInRelations|Trustworthy|GoodUnderPressure|Efficient,0,2,1,-1,0,1,2,-1,1,1,-1,0,0,-1,-2,2,1,2,NA,1,Empathetic|Fair|Reliable|Efficient|WarmInRelations|Persistent|Considerate|Trustworthy|Affectionate|FeelSuperior|Friendly|Capable|Just|SelfConfident|HasLeadershipQualities|Clever|Intelligent|Competent|Caring|GoodUnderPressure,3,3,0,0,0,CisMen|TransMen|CisWomen|NonBinary|TransWomen,2,2,0,0,0,CisMen|CisWomen|TransWomen|NonBinary|TransMen,1,2,8,8,6,2,7,7,3,1,5,5,3,6,6,5,5,6,4|3|6|8|2|1|5|7,4,5,5,6,3,5,4,11|12|15|10|13|14|9,3,6,1,Liberalism|Conservatism,5,6,0,CisMen|TransWomen|Non-Binary|CisWomen|TransMen,Naturalness|Stability|Discreteness|Exclusivity|Inherence|Necessity|Uniformity|Immutability|Informativeness,Keep,1,1,2,1,4
137,11/6/2017,40,447,7.45,0,CjXU3U4VpFdFVOF,NA,1,1,0,0,0,1,0,0,-1,-1,1,-1,1,1,0,1,1,1,1,2,1,1,Trustworthy|Just|Capable|Reliable|Friendly|GoodUnderPressure|FeelSuperior|Intelligent|Persistent|Empathetic|Considerate|Efficient|Competent|Caring|Affectionate|Clever|Fair|HasLeadershipQualities|SelfConfident|WarmInRelations,1,1,1,0,1,0,0,-1,0,0,-1,-2,0,-1,-1,-1,0,0,0,-1,Considerate|Intelligent|Reliable|Clever|Affectionate|Caring|Competent|Fair|SelfConfident|Friendly|WarmInRelations|HasLeadershipQualities|Persistent|Trustworthy|Empathetic|Just|Efficient|FeelSuperior|GoodUnderPressure|Capable,-1,1,0,-1,1,-1,0,1,0,-1,1,2,0,0,-1,0,0,1,0,0,Trustworthy|Persistent|Intelligent|WarmInRelations|FeelSuperior|Clever|Fair|Efficient|Affectionate|Friendly|Considerate|Competent|GoodUnderPressure|SelfConfident|Empathetic|Reliable|Caring|HasLeadershipQualities|Capable|Just,2,2,-1,0,2,1,1,0,0,1,1,1,-1,-1,-1,0,0,0,-1,-1,FeelSuperior|Trustworthy|WarmInRelations|HasLeadershipQualities|Clever|GoodUnderPressure|Efficient|Just|Fair|Friendly|Capable|Reliable|Competent|Intelligent|SelfConfident|Considerate|Affectionate|Persistent|Caring|Empathetic,0,-2,-1,-1,0,0,0,-1,1,1,-2,-1,-1,-2,-2,-1,-2,-1,-2,-2,FeelSuperior|Competent|SelfConfident|Efficient|Clever|Fair|Trustworthy|Reliable|Empathetic|Persistent|WarmInRelations|Affectionate|Just|Intelligent|Considerate|HasLeadershipQualities|Caring|Capable|Friendly|GoodUnderPressure,3,3,0,1,0,NonBinary|TransWomen|TransMen|CisMen|CisWomen,3,3,1,1,0,TransWomen|CisMen|CisWomen|TransMen|NonBinary,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,TransWomen|CisMen|TransMen|CisWomen|Non-Binary,Immutability|Necessity|Informativeness|Inherence|Exclusivity|Naturalness|Stability|Discreteness|Uniformity,1 - Did Not Finish,NA,NA,NA,NA,NA
138,11/6/2017,100,481,8.016666667,1,ClSsEMpaIXSLwOJ,1,1,1,2,2,2,2,2,1,0,2,1,2,2,1,2,2,1,2,2,2,2,2,Considerate|Just|Intelligent|HasLeadershipQualities|Efficient|FeelSuperior|GoodUnderPressure|Reliable|Friendly|Caring|Clever|Capable|Fair|Persistent|SelfConfident|Empathetic|Affectionate|Trustworthy|Competent|WarmInRelations,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,Considerate|Friendly|HasLeadershipQualities|SelfConfident|Caring|WarmInRelations|Intelligent|Fair|Persistent|Competent|FeelSuperior|Efficient|Reliable|Just|Capable|Empathetic|GoodUnderPressure|Trustworthy|Clever|Affectionate,2,2,2,2,2,2,2,2,2,1,2,1,2,2,0,2,2,2,2,2,Empathetic|Fair|HasLeadershipQualities|FeelSuperior|Persistent|Competent|Caring|GoodUnderPressure|Efficient|Intelligent|Clever|Trustworthy|Considerate|Just|Friendly|Affectionate|WarmInRelations|Capable|Reliable|SelfConfident,2,2,2,2,2,2,2,2,2,2,2,1,2,2,-1,2,2,2,2,2,Just|Affectionate|HasLeadershipQualities|SelfConfident|Clever|Reliable|FeelSuperior|Empathetic|Fair|Trustworthy|Capable|Intelligent|Persistent|WarmInRelations|Friendly|GoodUnderPressure|Considerate|Competent|Caring|Efficient,1,1,1,1,1,0,0,1,0,0,-2,0,2,-1,-2,0,0,0,0,0,Persistent|Trustworthy|GoodUnderPressure|Clever|SelfConfident|FeelSuperior|Reliable|Friendly|Caring|Intelligent|Efficient|Fair|Capable|Affectionate|WarmInRelations|Considerate|Just|Empathetic|HasLeadershipQualities|Competent,3,3,1,1,1,CisWomen|CisMen|TransWomen|NonBinary|TransMen,3,3,1,1,0,CisMen|TransMen|TransWomen|CisWomen|NonBinary,1,1,8,7,8,0,3,3,1,2,2,2,2,4,3,4,3,3,4|5|6|1|2|7|8|3,2,2,1,4,2,2,2,10|13|11|15|14|9|12,4,2,6,Liberalism|Conservatism,4,3,0,TransWomen|CisMen|Non-Binary|TransMen|CisWomen,Stability|Exclusivity|Discreteness|Immutability|Necessity|Inherence|Naturalness|Uniformity|Informativeness,Keep,1,1,2,1,2
139,11/6/2017,100,299,4.983333333,1,D7Z6QNzf7tC6kdb,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,FeelSuperior|Reliable|Friendly|Just|Persistent|Intelligent|Fair|Considerate|Efficient|SelfConfident|Competent|HasLeadershipQualities|Capable|GoodUnderPressure|Caring|Affectionate|Empathetic|Trustworthy|Clever|WarmInRelations,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,Fair|FeelSuperior|Just|Friendly|Reliable|Affectionate|Capable|Intelligent|Considerate|Trustworthy|GoodUnderPressure|Efficient|Persistent|Competent|HasLeadershipQualities|Clever|SelfConfident|Empathetic|Caring|WarmInRelations,1,1,2,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,Empathetic|SelfConfident|Clever|Affectionate|Caring|Reliable|Friendly|WarmInRelations|Just|Fair|GoodUnderPressure|Intelligent|Trustworthy|HasLeadershipQualities|FeelSuperior|Efficient|Considerate|Competent|Persistent|Capable,2,1,1,1,1,2,1,2,1,1,1,1,1,1,-1,1,1,1,1,1,GoodUnderPressure|FeelSuperior|Caring|Considerate|Intelligent|Competent|WarmInRelations|HasLeadershipQualities|Reliable|Fair|Trustworthy|Just|Empathetic|Efficient|Friendly|Persistent|SelfConfident|Clever|Affectionate|Capable,1,1,2,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,Trustworthy|FeelSuperior|Just|Persistent|Capable|Competent|GoodUnderPressure|Affectionate|Friendly|Intelligent|WarmInRelations|Efficient|Reliable|Fair|Caring|SelfConfident|Empathetic|Clever|Considerate|HasLeadershipQualities,3,3,1,1,1,NonBinary|CisWomen|TransWomen|TransMen|CisMen,3,3,2,2,2,TransMen|NonBinary|CisMen|CisWomen|TransWomen,1,7,7,7,6,2,0,1,5,1,4,2,2,5,5,5,5,5,6|3|1|8|2|7|4|5,4,5,3,5,3,5,5,9|13|14|12|10|11|15,4,2,2,Conservatism|Liberalism,3,4,0,Non-Binary|CisWomen|CisMen|TransMen|TransWomen,Inherence|Discreteness|Informativeness|Stability|Uniformity|Exclusivity|Immutability|Naturalness|Necessity,Keep,1,1,2,1,2
